event_label	onset	offset	filename
Vacuum_cleaner	0.0	10.01142857142857	Y00pbt6aJV8Y_350.000_360.000.wav
Blender	0.0	0.5561904761904761	Y00pK0GMmE9s_70.000_80.000.wav
Blender	5.191111111111111	10.01142857142857	Y00pK0GMmE9s_70.000_80.000.wav
Frying	0.0	10.01142857142857	Y02sD1KJeoGA_50.000_60.000.wav
Frying	8.064761904761903	10.01142857142857	Y0bjUq9XMMmQ_30.000_40.000.wav
Running_water	0.0	8.250158730158729	Y0bjUq9XMMmQ_30.000_40.000.wav
Cat	0.6488888888888888	0.9269841269841269	Y0cH_NlhhMAs_30.000_40.000.wav
Cat	9.826031746031745	10.01142857142857	Y0cH_NlhhMAs_30.000_40.000.wav
Dog	1.761269841269841	5.376507936507936	Y0cH_NlhhMAs_30.000_40.000.wav
Running_water	1.6685714285714284	7.508571428571428	Y0eh_N-cmcuI_350.000_360.000.wav
Speech	7.6939682539682535	10.01142857142857	Y0eh_N-cmcuI_350.000_360.000.wav
Cat	6.3034920634920635	7.137777777777777	Y0hAK5f1tDok_30.000_40.000.wav
Cat	9.826031746031745	10.01142857142857	Y0hAK5f1tDok_30.000_40.000.wav
Electric_shaver_toothbrush	0.0	10.01142857142857	Y0j-mPw3WpVw_10.000_20.000.wav
Speech	1.0196825396825395	1.8539682539682538	Y0j-mPw3WpVw_10.000_20.000.wav
Blender	8.899047619047618	10.01142857142857	Y0kAaPH2wrvM_140.000_150.000.wav
Speech	1.9466666666666665	5.098412698412698	Y0kAaPH2wrvM_140.000_150.000.wav
Speech	6.025396825396825	9.084444444444443	Y0kAaPH2wrvM_140.000_150.000.wav
Vacuum_cleaner	0.0	6.952380952380952	Y0kAaPH2wrvM_140.000_150.000.wav
Electric_shaver_toothbrush	3.8006349206349204	10.01142857142857	Y0KarxIguv18_180.000_190.000.wav
Dog	0.0	8.62095238095238	Y0lNm9pXXHxA_0.000_9.000.wav
Speech	6.488888888888888	8.250158730158729	Y0lNm9pXXHxA_0.000_9.000.wav
Running_water	2.317460317460317	10.01142857142857	Y0plDocPM9Ig_80.000_90.000.wav
Cat	1.6685714285714284	2.780952380952381	Y0q87keOtUNQ_21.000_31.000.wav
Cat	3.615238095238095	4.634920634920634	Y0q87keOtUNQ_21.000_31.000.wav
Cat	5.932698412698413	6.6742857142857135	Y0q87keOtUNQ_21.000_31.000.wav
Dog	6.3034920634920635	6.6742857142857135	Y0q87keOtUNQ_21.000_31.000.wav
Dog	9.177142857142856	9.547936507936507	Y0q87keOtUNQ_21.000_31.000.wav
Running_water	0.0	0.7415873015873016	Y0sYcEVTfF2E_0.000_10.000.wav
Running_water	3.986031746031746	9.64063492063492	Y0sYcEVTfF2E_0.000_10.000.wav
Speech	0.6488888888888888	4.727619047619047	Y0sYcEVTfF2E_0.000_10.000.wav
Running_water	0.0	6.025396825396825	Y0um2ui52eyo_60.000_70.000.wav
Cat	0.0	0.27809523809523806	Y0UN02RkbG_U_7.000_17.000.wav
Cat	1.4831746031746031	2.9663492063492063	Y0UN02RkbG_U_7.000_17.000.wav
Cat	3.7079365079365076	5.005714285714285	Y0UN02RkbG_U_7.000_17.000.wav
Cat	7.508571428571428	8.157460317460316	Y0UN02RkbG_U_7.000_17.000.wav
Cat	9.826031746031745	10.01142857142857	Y0UN02RkbG_U_7.000_17.000.wav
Running_water	0.0	2.5028571428571427	Y0_WMZB4Xc5o_30.000_40.000.wav
Running_water	2.2247619047619045	10.01142857142857	Y-0X1juZHG6I_30.000_40.000.wav
