event_label	onset	offset	filename
Vacuum_cleaner	0.0	10.01142857142857	Y00pbt6aJV8Y_350.000_360.000.wav
Blender	0.0	0.46349206349206346	Y00pK0GMmE9s_70.000_80.000.wav
Blender	5.84	5.932698412698413	Y00pK0GMmE9s_70.000_80.000.wav
Blender	6.118095238095238	6.210793650793651	Y00pK0GMmE9s_70.000_80.000.wav
Blender	6.488888888888888	7.508571428571428	Y00pK0GMmE9s_70.000_80.000.wav
Blender	8.250158730158729	8.342857142857142	Y00pK0GMmE9s_70.000_80.000.wav
Blender	8.528253968253967	9.362539682539682	Y00pK0GMmE9s_70.000_80.000.wav
Frying	0.0	10.01142857142857	Y02sD1KJeoGA_50.000_60.000.wav
Frying	8.157460317460316	10.01142857142857	Y0bjUq9XMMmQ_30.000_40.000.wav
Running_water	0.0	8.157460317460316	Y0bjUq9XMMmQ_30.000_40.000.wav
Cat	0.6488888888888888	0.9269841269841269	Y0cH_NlhhMAs_30.000_40.000.wav
Cat	9.826031746031745	10.01142857142857	Y0cH_NlhhMAs_30.000_40.000.wav
Dog	1.8539682539682538	5.098412698412698	Y0cH_NlhhMAs_30.000_40.000.wav
Running_water	1.6685714285714284	7.415873015873015	Y0eh_N-cmcuI_350.000_360.000.wav
Speech	7.786666666666666	10.01142857142857	Y0eh_N-cmcuI_350.000_360.000.wav
Cat	6.3034920634920635	7.045079365079364	Y0hAK5f1tDok_30.000_40.000.wav
Electric_shaver_toothbrush	0.0	10.01142857142857	Y0j-mPw3WpVw_10.000_20.000.wav
Speech	1.1123809523809522	1.761269841269841	Y0j-mPw3WpVw_10.000_20.000.wav
Blender	8.99174603174603	10.01142857142857	Y0kAaPH2wrvM_140.000_150.000.wav
Speech	1.9466666666666665	5.005714285714285	Y0kAaPH2wrvM_140.000_150.000.wav
Speech	7.045079365079364	8.99174603174603	Y0kAaPH2wrvM_140.000_150.000.wav
Vacuum_cleaner	0.0	6.859682539682539	Y0kAaPH2wrvM_140.000_150.000.wav
Electric_shaver_toothbrush	3.986031746031746	10.01142857142857	Y0KarxIguv18_180.000_190.000.wav
Dog	0.0	7.23047619047619	Y0lNm9pXXHxA_0.000_9.000.wav
Dog	7.601269841269841	8.528253968253967	Y0lNm9pXXHxA_0.000_9.000.wav
Speech	6.581587301587301	8.250158730158729	Y0lNm9pXXHxA_0.000_9.000.wav
Running_water	2.317460317460317	10.01142857142857	Y0plDocPM9Ig_80.000_90.000.wav
Cat	1.6685714285714284	2.780952380952381	Y0q87keOtUNQ_21.000_31.000.wav
Cat	3.615238095238095	4.634920634920634	Y0q87keOtUNQ_21.000_31.000.wav
Cat	5.932698412698413	6.581587301587301	Y0q87keOtUNQ_21.000_31.000.wav
Dog	6.396190476190476	6.6742857142857135	Y0q87keOtUNQ_21.000_31.000.wav
Dog	9.177142857142856	9.547936507936507	Y0q87keOtUNQ_21.000_31.000.wav
Running_water	0.0	0.7415873015873016	Y0sYcEVTfF2E_0.000_10.000.wav
Running_water	4.078730158730158	9.547936507936507	Y0sYcEVTfF2E_0.000_10.000.wav
Speech	0.6488888888888888	4.727619047619047	Y0sYcEVTfF2E_0.000_10.000.wav
Running_water	0.0	6.025396825396825	Y0um2ui52eyo_60.000_70.000.wav
Cat	0.0	0.27809523809523806	Y0UN02RkbG_U_7.000_17.000.wav
Cat	1.4831746031746031	2.9663492063492063	Y0UN02RkbG_U_7.000_17.000.wav
Cat	3.7079365079365076	4.82031746031746	Y0UN02RkbG_U_7.000_17.000.wav
Cat	7.508571428571428	8.157460317460316	Y0UN02RkbG_U_7.000_17.000.wav
Cat	9.826031746031745	10.01142857142857	Y0UN02RkbG_U_7.000_17.000.wav
Running_water	0.0	2.5028571428571427	Y0_WMZB4Xc5o_30.000_40.000.wav
Running_water	2.317460317460317	10.01142857142857	Y-0X1juZHG6I_30.000_40.000.wav
Frying	0.0	8.435555555555554	Y0xciMnHCZL0_30.000_40.000.wav
Cat	0.0	1.1123809523809522	Y0XMeGiszPYE_30.000_40.000.wav
Cat	1.6685714285714284	3.615238095238095	Y0XMeGiszPYE_30.000_40.000.wav
Cat	4.634920634920634	4.913015873015873	Y0XMeGiszPYE_30.000_40.000.wav
Cat	5.469206349206349	5.747301587301587	Y0XMeGiszPYE_30.000_40.000.wav
Cat	7.137777777777777	8.250158730158729	Y0XMeGiszPYE_30.000_40.000.wav
Cat	9.455238095238094	10.01142857142857	Y0XMeGiszPYE_30.000_40.000.wav
Cat	1.2977777777777777	1.761269841269841	Y0zjb1cI6aEs_13.000_23.000.wav
Cat	2.688253968253968	3.4298412698412695	Y0zjb1cI6aEs_13.000_23.000.wav
Cat	4.82031746031746	5.84	Y0zjb1cI6aEs_13.000_23.000.wav
Cat	8.99174603174603	9.269841269841269	Y0zjb1cI6aEs_13.000_23.000.wav
Cat	9.826031746031745	10.01142857142857	Y0zjb1cI6aEs_13.000_23.000.wav
Frying	0.27809523809523806	9.733333333333333	Y1-0EYLUEbRo_340.000_350.000.wav
Speech	0.0	10.01142857142857	Y1-0EYLUEbRo_340.000_350.000.wav
Running_water	0.0	2.1320634920634918	Y13YvwUoLde8_10.000_20.000.wav
Running_water	4.542222222222222	5.005714285714285	Y13YvwUoLde8_10.000_20.000.wav
Speech	0.0	0.46349206349206346	Y13YvwUoLde8_10.000_20.000.wav
Running_water	0.0	1.0196825396825395	Y18-ffRBe48A_20.000_30.000.wav
Running_water	2.317460317460317	10.01142857142857	Y18-ffRBe48A_20.000_30.000.wav
Frying	1.6685714285714284	10.01142857142857	Y18hLbtiGqes_40.000_50.000.wav
Running_water	0.0	2.5955555555555554	Y18hLbtiGqes_40.000_50.000.wav
Running_water	3.986031746031746	10.01142857142857	Y19PS9dyGe64_100.000_110.000.wav
Cat	9.733333333333333	10.01142857142857	Y19UacScA26s_70.000_80.000.wav
Blender	1.4831746031746031	1.9466666666666665	Y1asrcrzsvuo_160.000_170.000.wav
Blender	2.9663492063492063	10.01142857142857	Y1asrcrzsvuo_160.000_170.000.wav
Running_water	2.41015873015873	9.547936507936507	Y1bPtEqPp1ZI_20.000_30.000.wav
Frying	8.806349206349205	9.64063492063492	Y1easzswv0OM_130.000_140.000.wav
Running_water	0.27809523809523806	5.747301587301587	Y1easzswv0OM_130.000_140.000.wav
Speech	0.0	1.3904761904761904	Y1easzswv0OM_130.000_140.000.wav
Speech	6.3034920634920635	8.62095238095238	Y1easzswv0OM_130.000_140.000.wav
Speech	9.269841269841269	10.01142857142857	Y1easzswv0OM_130.000_140.000.wav
Running_water	0.0	4.449523809523809	Y1eaWEhXlpS0_110.000_120.000.wav
Running_water	9.269841269841269	9.826031746031745	Y1eaWEhXlpS0_110.000_120.000.wav
Blender	0.0	0.1853968253968254	Y1eOhQvtQHm0_160.000_170.000.wav
Blender	1.6685714285714284	10.01142857142857	Y1eOhQvtQHm0_160.000_170.000.wav
Speech	1.1123809523809522	2.1320634920634918	Y1eOhQvtQHm0_160.000_170.000.wav
Alarm_bell_ringing	0.0	0.9269841269841269	Y1FADrYkCEjY_30.000_40.000.wav
Speech	1.6685714285714284	8.62095238095238	Y1FADrYkCEjY_30.000_40.000.wav
Blender	0.1853968253968254	1.9466666666666665	Y1HQyUAfYFHw_0.000_10.000.wav
Cat	9.826031746031745	10.01142857142857	Y1KFRlXZfnIA_13.000_23.000.wav
Vacuum_cleaner	0.27809523809523806	8.064761904761903	Y1KFRlXZfnIA_13.000_23.000.wav
Speech	0.0	1.6685714285714284	Y1NbotQwFUTg_30.000_40.000.wav
Frying	0.0	10.01142857142857	Y1NYJAJXYyNY_350.000_360.000.wav
Speech	1.0196825396825395	2.688253968253968	Y1NYJAJXYyNY_350.000_360.000.wav
Speech	4.078730158730158	4.913015873015873	Y1NYJAJXYyNY_350.000_360.000.wav
Dishes	0.3707936507936508	3.8006349206349204	Y1QK5WA4dK4o_400.000_410.000.wav
Dishes	4.82031746031746	5.561904761904762	Y1QK5WA4dK4o_400.000_410.000.wav
Dishes	7.23047619047619	7.879365079365079	Y1QK5WA4dK4o_400.000_410.000.wav
Dishes	8.250158730158729	8.806349206349205	Y1QK5WA4dK4o_400.000_410.000.wav
Alarm_bell_ringing	1.1123809523809522	4.078730158730158	Y1tFkjBMoUkM_90.000_100.000.wav
Speech	2.41015873015873	4.542222222222222	Y1tFkjBMoUkM_90.000_100.000.wav
Speech	5.098412698412698	9.733333333333333	Y1tFkjBMoUkM_90.000_100.000.wav
Frying	4.727619047619047	9.547936507936507	Y1U4D63urKlo_90.000_100.000.wav
Running_water	1.0196825396825395	5.005714285714285	Y1U4D63urKlo_90.000_100.000.wav
Speech	0.0	1.4831746031746031	Y1U4D63urKlo_90.000_100.000.wav
Speech	1.9466666666666665	2.039365079365079	Y1U4D63urKlo_90.000_100.000.wav
Speech	9.084444444444443	10.01142857142857	Y1U4D63urKlo_90.000_100.000.wav
Cat	2.9663492063492063	3.986031746031746	Y1-uo7YWqF3Q_30.000_40.000.wav
Cat	6.3034920634920635	7.415873015873015	Y1-uo7YWqF3Q_30.000_40.000.wav
Speech	9.455238095238094	10.01142857142857	Y1-uo7YWqF3Q_30.000_40.000.wav
Alarm_bell_ringing	1.9466666666666665	3.1517460317460317	Y1vp4q7nBedI_420.000_430.000.wav
Speech	8.435555555555554	9.177142857142856	Y1vp4q7nBedI_420.000_430.000.wav
Cat	4.913015873015873	5.469206349206349	Y1VPLhdQgQyE_2.000_12.000.wav
Cat	9.084444444444443	9.64063492063492	Y1VPLhdQgQyE_2.000_12.000.wav
Dog	7.879365079365079	8.250158730158729	Y1VPLhdQgQyE_2.000_12.000.wav
Frying	6.396190476190476	9.64063492063492	Y1WdoejoSGj8_60.000_70.000.wav
Running_water	0.0	5.191111111111111	Y1WdoejoSGj8_60.000_70.000.wav
Cat	9.826031746031745	10.01142857142857	Y1Zh0FA8mO-k_14.000_24.000.wav
Cat	0.9269841269841269	1.761269841269841	Y1ZiKrVqYzVo_30.000_40.000.wav
Cat	4.727619047619047	5.84	Y1ZiKrVqYzVo_30.000_40.000.wav
Cat	6.488888888888888	7.6939682539682535	Y1ZiKrVqYzVo_30.000_40.000.wav
Dog	0.27809523809523806	3.1517460317460317	Y27tTKJuekQc_0.000_10.000.wav
Dog	9.177142857142856	10.01142857142857	Y27tTKJuekQc_0.000_10.000.wav
Running_water	4.356825396825396	7.786666666666666	Y27tTKJuekQc_0.000_10.000.wav
Frying	0.0	10.01142857142857	Y2DF8mtDke8k_460.000_470.000.wav
Speech	1.761269841269841	7.879365079365079	Y2DF8mtDke8k_460.000_470.000.wav
Running_water	0.0	7.972063492063492	Y2IxkjMrJxng_50.000_60.000.wav
Running_water	0.0	0.6488888888888888	Y-2kt5gv42qI_150.000_160.000.wav
Frying	2.5028571428571427	10.01142857142857	Y2o4Vqjzfhko_50.000_60.000.wav
Running_water	0.0	2.8736507936507936	Y2o4Vqjzfhko_50.000_60.000.wav
Speech	2.2247619047619045	5.561904761904762	Y2o4Vqjzfhko_50.000_60.000.wav
Dishes	0.6488888888888888	3.522539682539682	Y2R7p_Ac26mU_30.000_40.000.wav
Dishes	5.747301587301587	6.3034920634920635	Y2R7p_Ac26mU_30.000_40.000.wav
Dishes	7.137777777777777	7.879365079365079	Y2R7p_Ac26mU_30.000_40.000.wav
Dog	6.396190476190476	6.859682539682539	Y2R7p_Ac26mU_30.000_40.000.wav
Blender	1.761269841269841	2.41015873015873	Y2U6aYsjc1UM_130.000_140.000.wav
Blender	6.766984126984126	9.269841269841269	Y2U6aYsjc1UM_130.000_140.000.wav
Speech	0.0	6.859682539682539	Y2U6aYsjc1UM_130.000_140.000.wav
Speech	9.269841269841269	10.01142857142857	Y2U6aYsjc1UM_130.000_140.000.wav
Vacuum_cleaner	0.0	10.01142857142857	Y2wm2zzXz308_60.000_70.000.wav
Frying	1.761269841269841	10.01142857142857	Y2xYCc2ZQF4E_170.000_180.000.wav
Running_water	0.0	2.2247619047619045	Y2xYCc2ZQF4E_170.000_180.000.wav
Speech	2.688253968253968	4.634920634920634	Y2xYCc2ZQF4E_170.000_180.000.wav
Running_water	1.9466666666666665	8.528253968253967	Y2YRfPCbROkw_0.000_10.000.wav
Speech	2.1320634920634918	2.688253968253968	Y2YRfPCbROkw_0.000_10.000.wav
Alarm_bell_ringing	0.0	2.780952380952381	Y2yTAfCLLiRs_30.000_40.000.wav
Alarm_bell_ringing	4.82031746031746	6.210793650793651	Y2yTAfCLLiRs_30.000_40.000.wav
Alarm_bell_ringing	6.488888888888888	10.01142857142857	Y2yTAfCLLiRs_30.000_40.000.wav
Running_water	5.469206349206349	9.826031746031745	Y2zGw5RW79xI_30.000_40.000.wav
Speech	0.0	2.039365079365079	Y2zGw5RW79xI_30.000_40.000.wav
Alarm_bell_ringing	3.059047619047619	4.171428571428571	Y39PfIe5CrPU_30.000_40.000.wav
Speech	0.0	0.3707936507936508	Y39PfIe5CrPU_30.000_40.000.wav
Alarm_bell_ringing	4.2641269841269835	6.396190476190476	Y3c5KOAOX46I_30.000_40.000.wav
Alarm_bell_ringing	1.3904761904761904	2.5955555555555554	Y3dnn1v0osio_530.000_540.000.wav
Cat	8.435555555555554	9.826031746031745	Y3dnn1v0osio_530.000_540.000.wav
Electric_shaver_toothbrush	8.528253968253967	8.806349206349205	Y3dnn1v0osio_530.000_540.000.wav
Speech	0.1853968253968254	1.4831746031746031	Y3dnn1v0osio_530.000_540.000.wav
Speech	2.780952380952381	5.098412698412698	Y3dnn1v0osio_530.000_540.000.wav
Speech	5.561904761904762	7.6939682539682535	Y3dnn1v0osio_530.000_540.000.wav
Dishes	2.41015873015873	2.780952380952381	Y3eN7ujFJzXQ_170.000_180.000.wav
Frying	0.9269841269841269	3.244444444444444	Y3eN7ujFJzXQ_170.000_180.000.wav
Frying	3.8006349206349204	5.747301587301587	Y3eN7ujFJzXQ_170.000_180.000.wav
Running_water	0.0	1.5758730158730159	Y3eN7ujFJzXQ_170.000_180.000.wav
Speech	3.059047619047619	4.82031746031746	Y3eN7ujFJzXQ_170.000_180.000.wav
Speech	5.376507936507936	10.01142857142857	Y3eN7ujFJzXQ_170.000_180.000.wav
Speech	8.342857142857142	10.01142857142857	Y3evdpIZimWE_90.000_100.000.wav
Vacuum_cleaner	0.0	10.01142857142857	Y3evdpIZimWE_90.000_100.000.wav
Running_water	1.5758730158730159	10.01142857142857	Y3jDkI9JjYuQ_0.000_10.000.wav
Vacuum_cleaner	0.0	10.01142857142857	Y3oZLoVYIHFQ_50.000_60.000.wav
Alarm_bell_ringing	0.0	4.913015873015873	Y4dujzoc7MHE_170.000_180.000.wav
Alarm_bell_ringing	6.859682539682539	9.826031746031745	Y4dujzoc7MHE_170.000_180.000.wav
Vacuum_cleaner	0.0	9.733333333333333	Y4DX3ZWoZbt8_0.000_10.000.wav
Dishes	0.46349206349206346	1.205079365079365	Y4e0riwTv0xY_170.000_180.000.wav
Dishes	2.2247619047619045	2.688253968253968	Y4e0riwTv0xY_170.000_180.000.wav
Dishes	4.727619047619047	5.2838095238095235	Y4e0riwTv0xY_170.000_180.000.wav
Dishes	5.932698412698413	6.396190476190476	Y4e0riwTv0xY_170.000_180.000.wav
Speech	0.46349206349206346	0.7415873015873016	Y4e0riwTv0xY_170.000_180.000.wav
Speech	3.3371428571428567	4.913015873015873	Y4e0riwTv0xY_170.000_180.000.wav
Speech	6.766984126984126	7.508571428571428	Y4e0riwTv0xY_170.000_180.000.wav
